Volatility 3 Framework 2.0.0

PID	Process	Block	Variable	Value
2540	svchost.exe	0x192b3e03340	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2540	svchost.exe	0x192b3e03340	PROCESSOR_ARCHITECTURE	AMD64
2540	svchost.exe	0x192b3e03340	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
2540	svchost.exe	0x192b3e03340	PROCESSOR_LEVEL	6
2540	svchost.exe	0x192b3e03340	PROCESSOR_REVISION	a502
2540	svchost.exe	0x192b3e03340	ProgramData	C:\ProgramData
2540	svchost.exe	0x192b3e03340	ProgramFiles	C:\Program Files
2540	svchost.exe	0x192b3e03340	ProgramFiles(x86)	C:\Program Files (x86)
2540	svchost.exe	0x192b3e03340	ProgramW6432	C:\Program Files
2540	svchost.exe	0x192b3e03340	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2540	svchost.exe	0x192b3e03340	PUBLIC	C:\Users\Public
2540	svchost.exe	0x192b3e03340	SystemDrive	C:
2540	svchost.exe	0x192b3e03340	SystemRoot	C:\Windows
2540	svchost.exe	0x192b3e03340	TEMP	C:\Users\CSGO\AppData\Local\Temp
2540	svchost.exe	0x192b3e03340	TMP	C:\Users\CSGO\AppData\Local\Temp
2540	svchost.exe	0x192b3e03340	USERDOMAIN	DESKTOP-G8BLC8O
2540	svchost.exe	0x192b3e03340	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
2540	svchost.exe	0x192b3e03340	USERNAME	CSGO
2540	svchost.exe	0x192b3e03340	USERPROFILE	C:\Users\CSGO
2540	svchost.exe	0x192b3e03340	windir	C:\Windows
3364	ctfmon.exe	0x2b441611b20	ALLUSERSPROFILE	C:\ProgramData
3364	ctfmon.exe	0x2b441611b20	APPDATA	C:\Users\CSGO\AppData\Roaming
3364	ctfmon.exe	0x2b441611b20	CommonProgramFiles	C:\Program Files\Common Files
3364	ctfmon.exe	0x2b441611b20	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3364	ctfmon.exe	0x2b441611b20	CommonProgramW6432	C:\Program Files\Common Files
3364	ctfmon.exe	0x2b441611b20	COMPUTERNAME	DESKTOP-G8BLC8O
3364	ctfmon.exe	0x2b441611b20	ComSpec	C:\Windows\system32\cmd.exe
3364	ctfmon.exe	0x2b441611b20	DriverData	C:\Windows\System32\Drivers\DriverData
3364	ctfmon.exe	0x2b441611b20	HOMEDRIVE	C:
3364	ctfmon.exe	0x2b441611b20	HOMEPATH	\Users\CSGO
3364	ctfmon.exe	0x2b441611b20	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
3364	ctfmon.exe	0x2b441611b20	LOGONSERVER	\\DESKTOP-G8BLC8O
3364	ctfmon.exe	0x2b441611b20	NUMBER_OF_PROCESSORS	2
3364	ctfmon.exe	0x2b441611b20	OS	Windows_NT
3364	ctfmon.exe	0x2b441611b20	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
3364	ctfmon.exe	0x2b441611b20	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3364	ctfmon.exe	0x2b441611b20	PROCESSOR_ARCHITECTURE	AMD64
3364	ctfmon.exe	0x2b441611b20	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
3364	ctfmon.exe	0x2b441611b20	PROCESSOR_LEVEL	6
3364	ctfmon.exe	0x2b441611b20	PROCESSOR_REVISION	a502
3364	ctfmon.exe	0x2b441611b20	ProgramData	C:\ProgramData
3364	ctfmon.exe	0x2b441611b20	ProgramFiles	C:\Program Files
3364	ctfmon.exe	0x2b441611b20	ProgramFiles(x86)	C:\Program Files (x86)
3364	ctfmon.exe	0x2b441611b20	ProgramW6432	C:\Program Files
3364	ctfmon.exe	0x2b441611b20	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3364	ctfmon.exe	0x2b441611b20	PUBLIC	C:\Users\Public
3364	ctfmon.exe	0x2b441611b20	SystemDrive	C:
3364	ctfmon.exe	0x2b441611b20	SystemRoot	C:\Windows
3364	ctfmon.exe	0x2b441611b20	TEMP	C:\Users\CSGO\AppData\Local\Temp
3364	ctfmon.exe	0x2b441611b20	TMP	C:\Users\CSGO\AppData\Local\Temp
3364	ctfmon.exe	0x2b441611b20	USERDOMAIN	DESKTOP-G8BLC8O
3364	ctfmon.exe	0x2b441611b20	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
3364	ctfmon.exe	0x2b441611b20	USERNAME	CSGO
3364	ctfmon.exe	0x2b441611b20	USERPROFILE	C:\Users\CSGO
3364	ctfmon.exe	0x2b441611b20	windir	C:\Windows
3604	explorer.exe	0x1221b50	ALLUSERSPROFILE	C:\ProgramData
3604	explorer.exe	0x1221b50	APPDATA	C:\Users\CSGO\AppData\Roaming
3604	explorer.exe	0x1221b50	CommonProgramFiles	C:\Program Files\Common Files
3604	explorer.exe	0x1221b50	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3604	explorer.exe	0x1221b50	CommonProgramW6432	C:\Program Files\Common Files
3604	explorer.exe	0x1221b50	COMPUTERNAME	DESKTOP-G8BLC8O
3604	explorer.exe	0x1221b50	ComSpec	C:\Windows\system32\cmd.exe
3604	explorer.exe	0x1221b50	DriverData	C:\Windows\System32\Drivers\DriverData
3604	explorer.exe	0x1221b50	HOMEDRIVE	C:
3604	explorer.exe	0x1221b50	HOMEPATH	\Users\CSGO
3604	explorer.exe	0x1221b50	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
3604	explorer.exe	0x1221b50	LOGONSERVER	\\DESKTOP-G8BLC8O
3604	explorer.exe	0x1221b50	NUMBER_OF_PROCESSORS	2
3604	explorer.exe	0x1221b50	OS	Windows_NT
3604	explorer.exe	0x1221b50	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps;
3604	explorer.exe	0x1221b50	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3604	explorer.exe	0x1221b50	PROCESSOR_ARCHITECTURE	AMD64
3604	explorer.exe	0x1221b50	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
3604	explorer.exe	0x1221b50	PROCESSOR_LEVEL	6
3604	explorer.exe	0x1221b50	PROCESSOR_REVISION	a502
3604	explorer.exe	0x1221b50	ProgramData	C:\ProgramData
3604	explorer.exe	0x1221b50	ProgramFiles	C:\Program Files
3604	explorer.exe	0x1221b50	ProgramFiles(x86)	C:\Program Files (x86)
3604	explorer.exe	0x1221b50	ProgramW6432	C:\Program Files
3604	explorer.exe	0x1221b50	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3604	explorer.exe	0x1221b50	PUBLIC	C:\Users\Public
3604	explorer.exe	0x1221b50	SESSIONNAME	Console
3604	explorer.exe	0x1221b50	SystemDrive	C:
3604	explorer.exe	0x1221b50	SystemRoot	C:\Windows
3604	explorer.exe	0x1221b50	TEMP	C:\Users\CSGO\AppData\Local\Temp
3604	explorer.exe	0x1221b50	TMP	C:\Users\CSGO\AppData\Local\Temp
3604	explorer.exe	0x1221b50	USERDOMAIN	DESKTOP-G8BLC8O
3604	explorer.exe	0x1221b50	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
3604	explorer.exe	0x1221b50	USERNAME	CSGO
3604	explorer.exe	0x1221b50	USERPROFILE	C:\Users\CSGO
3604	explorer.exe	0x1221b50	windir	C:\Windows
3840	svchost.exe	0x1df0d203340	ALLUSERSPROFILE	C:\ProgramData
3840	svchost.exe	0x1df0d203340	APPDATA	C:\Users\CSGO\AppData\Roaming
3840	svchost.exe	0x1df0d203340	CommonProgramFiles	C:\Program Files\Common Files
3840	svchost.exe	0x1df0d203340	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3840	svchost.exe	0x1df0d203340	CommonProgramW6432	C:\Program Files\Common Files
3840	svchost.exe	0x1df0d203340	COMPUTERNAME	DESKTOP-G8BLC8O
3840	svchost.exe	0x1df0d203340	ComSpec	C:\Windows\system32\cmd.exe
3840	svchost.exe	0x1df0d203340	DriverData	C:\Windows\System32\Drivers\DriverData
3840	svchost.exe	0x1df0d203340	HOMEDRIVE	C:
3840	svchost.exe	0x1df0d203340	HOMEPATH	\Users\CSGO
3840	svchost.exe	0x1df0d203340	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
3840	svchost.exe	0x1df0d203340	LOGONSERVER	\\DESKTOP-G8BLC8O
3840	svchost.exe	0x1df0d203340	NUMBER_OF_PROCESSORS	2
3840	svchost.exe	0x1df0d203340	OS	Windows_NT
3840	svchost.exe	0x1df0d203340	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
3840	svchost.exe	0x1df0d203340	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3840	svchost.exe	0x1df0d203340	PROCESSOR_ARCHITECTURE	AMD64
3840	svchost.exe	0x1df0d203340	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
3840	svchost.exe	0x1df0d203340	PROCESSOR_LEVEL	6
3840	svchost.exe	0x1df0d203340	PROCESSOR_REVISION	a502
3840	svchost.exe	0x1df0d203340	ProgramData	C:\ProgramData
3840	svchost.exe	0x1df0d203340	ProgramFiles	C:\Program Files
3840	svchost.exe	0x1df0d203340	ProgramFiles(x86)	C:\Program Files (x86)
3840	svchost.exe	0x1df0d203340	ProgramW6432	C:\Program Files
3840	svchost.exe	0x1df0d203340	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3840	svchost.exe	0x1df0d203340	PUBLIC	C:\Users\Public
3840	svchost.exe	0x1df0d203340	SystemDrive	C:
3840	svchost.exe	0x1df0d203340	SystemRoot	C:\Windows
3840	svchost.exe	0x1df0d203340	TEMP	C:\Users\CSGO\AppData\Local\Temp
3840	svchost.exe	0x1df0d203340	TMP	C:\Users\CSGO\AppData\Local\Temp
3840	svchost.exe	0x1df0d203340	USERDOMAIN	DESKTOP-G8BLC8O
3840	svchost.exe	0x1df0d203340	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
3840	svchost.exe	0x1df0d203340	USERNAME	CSGO
3840	svchost.exe	0x1df0d203340	USERPROFILE	C:\Users\CSGO
3840	svchost.exe	0x1df0d203340	windir	C:\Windows
3940	dllhost.exe	0x1871a681b60	ALLUSERSPROFILE	C:\ProgramData
3940	dllhost.exe	0x1871a681b60	APPDATA	C:\Users\CSGO\AppData\Roaming
3940	dllhost.exe	0x1871a681b60	CommonProgramFiles	C:\Program Files\Common Files
3940	dllhost.exe	0x1871a681b60	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3940	dllhost.exe	0x1871a681b60	CommonProgramW6432	C:\Program Files\Common Files
3940	dllhost.exe	0x1871a681b60	COMPUTERNAME	DESKTOP-G8BLC8O
3940	dllhost.exe	0x1871a681b60	ComSpec	C:\Windows\system32\cmd.exe
3940	dllhost.exe	0x1871a681b60	DriverData	C:\Windows\System32\Drivers\DriverData
3940	dllhost.exe	0x1871a681b60	HOMEDRIVE	C:
3940	dllhost.exe	0x1871a681b60	HOMEPATH	\Users\CSGO
3940	dllhost.exe	0x1871a681b60	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
3940	dllhost.exe	0x1871a681b60	LOGONSERVER	\\DESKTOP-G8BLC8O
3940	dllhost.exe	0x1871a681b60	NUMBER_OF_PROCESSORS	2
3940	dllhost.exe	0x1871a681b60	OS	Windows_NT
3940	dllhost.exe	0x1871a681b60	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps;
3940	dllhost.exe	0x1871a681b60	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3940	dllhost.exe	0x1871a681b60	PROCESSOR_ARCHITECTURE	AMD64
3940	dllhost.exe	0x1871a681b60	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
3940	dllhost.exe	0x1871a681b60	PROCESSOR_LEVEL	6
3940	dllhost.exe	0x1871a681b60	PROCESSOR_REVISION	a502
3940	dllhost.exe	0x1871a681b60	ProgramData	C:\ProgramData
3940	dllhost.exe	0x1871a681b60	ProgramFiles	C:\Program Files
3940	dllhost.exe	0x1871a681b60	ProgramFiles(x86)	C:\Program Files (x86)
3940	dllhost.exe	0x1871a681b60	ProgramW6432	C:\Program Files
3940	dllhost.exe	0x1871a681b60	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3940	dllhost.exe	0x1871a681b60	PUBLIC	C:\Users\Public
3940	dllhost.exe	0x1871a681b60	SESSIONNAME	Console
3940	dllhost.exe	0x1871a681b60	SystemDrive	C:
3940	dllhost.exe	0x1871a681b60	SystemRoot	C:\Windows
3940	dllhost.exe	0x1871a681b60	TEMP	C:\Users\CSGO\AppData\Local\Temp
3940	dllhost.exe	0x1871a681b60	TMP	C:\Users\CSGO\AppData\Local\Temp
3940	dllhost.exe	0x1871a681b60	USERDOMAIN	DESKTOP-G8BLC8O
3940	dllhost.exe	0x1871a681b60	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
3940	dllhost.exe	0x1871a681b60	USERNAME	CSGO
3940	dllhost.exe	0x1871a681b60	USERPROFILE	C:\Users\CSGO
3940	dllhost.exe	0x1871a681b60	windir	C:\Windows
3720	StartMenuExper	0x2a3596034d0	ALLUSERSPROFILE	C:\ProgramData
3720	StartMenuExper	0x2a3596034d0	APPDATA	C:\Users\CSGO\AppData\Roaming
3720	StartMenuExper	0x2a3596034d0	CommonProgramFiles	C:\Program Files\Common Files
3720	StartMenuExper	0x2a3596034d0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3720	StartMenuExper	0x2a3596034d0	CommonProgramW6432	C:\Program Files\Common Files
3720	StartMenuExper	0x2a3596034d0	COMPUTERNAME	DESKTOP-G8BLC8O
3720	StartMenuExper	0x2a3596034d0	ComSpec	C:\Windows\system32\cmd.exe
3720	StartMenuExper	0x2a3596034d0	DriverData	C:\Windows\System32\Drivers\DriverData
3720	StartMenuExper	0x2a3596034d0	HOMEDRIVE	C:
3720	StartMenuExper	0x2a3596034d0	HOMEPATH	\Users\CSGO
3720	StartMenuExper	0x2a3596034d0	LOCALAPPDATA	C:\Users\CSGO\AppData\Local\Packages\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\AC
3720	StartMenuExper	0x2a3596034d0	LOGONSERVER	\\DESKTOP-G8BLC8O
3720	StartMenuExper	0x2a3596034d0	NUMBER_OF_PROCESSORS	2
3720	StartMenuExper	0x2a3596034d0	OS	Windows_NT
3720	StartMenuExper	0x2a3596034d0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
3720	StartMenuExper	0x2a3596034d0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3720	StartMenuExper	0x2a3596034d0	PROCESSOR_ARCHITECTURE	AMD64
3720	StartMenuExper	0x2a3596034d0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
3720	StartMenuExper	0x2a3596034d0	PROCESSOR_LEVEL	6
3720	StartMenuExper	0x2a3596034d0	PROCESSOR_REVISION	a502
3720	StartMenuExper	0x2a3596034d0	ProgramData	C:\ProgramData
3720	StartMenuExper	0x2a3596034d0	ProgramFiles	C:\Program Files
3720	StartMenuExper	0x2a3596034d0	ProgramFiles(x86)	C:\Program Files (x86)
3720	StartMenuExper	0x2a3596034d0	ProgramW6432	C:\Program Files
3720	StartMenuExper	0x2a3596034d0	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
3720	StartMenuExper	0x2a3596034d0	PUBLIC	C:\Users\Public
3720	StartMenuExper	0x2a3596034d0	SystemDrive	C:
3720	StartMenuExper	0x2a3596034d0	SystemRoot	C:\Windows
3720	StartMenuExper	0x2a3596034d0	TEMP	C:\Users\CSGO\AppData\Local\Packages\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\AC\Temp
3720	StartMenuExper	0x2a3596034d0	TMP	C:\Users\CSGO\AppData\Local\Packages\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\AC\Temp
3720	StartMenuExper	0x2a3596034d0	USERDOMAIN	DESKTOP-G8BLC8O
3720	StartMenuExper	0x2a3596034d0	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
3720	StartMenuExper	0x2a3596034d0	USERNAME	CSGO
3720	StartMenuExper	0x2a3596034d0	USERPROFILE	C:\Users\CSGO
3720	StartMenuExper	0x2a3596034d0	windir	C:\Windows
4140	RuntimeBroker.	0x26cfce03340	ALLUSERSPROFILE	C:\ProgramData
4140	RuntimeBroker.	0x26cfce03340	APPDATA	C:\Users\CSGO\AppData\Roaming
4140	RuntimeBroker.	0x26cfce03340	CommonProgramFiles	C:\Program Files\Common Files
4140	RuntimeBroker.	0x26cfce03340	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4140	RuntimeBroker.	0x26cfce03340	CommonProgramW6432	C:\Program Files\Common Files
4140	RuntimeBroker.	0x26cfce03340	COMPUTERNAME	DESKTOP-G8BLC8O
4140	RuntimeBroker.	0x26cfce03340	ComSpec	C:\Windows\system32\cmd.exe
4140	RuntimeBroker.	0x26cfce03340	DriverData	C:\Windows\System32\Drivers\DriverData
4140	RuntimeBroker.	0x26cfce03340	HOMEDRIVE	C:
4140	RuntimeBroker.	0x26cfce03340	HOMEPATH	\Users\CSGO
4140	RuntimeBroker.	0x26cfce03340	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
4140	RuntimeBroker.	0x26cfce03340	LOGONSERVER	\\DESKTOP-G8BLC8O
4140	RuntimeBroker.	0x26cfce03340	NUMBER_OF_PROCESSORS	2
4140	RuntimeBroker.	0x26cfce03340	OS	Windows_NT
4140	RuntimeBroker.	0x26cfce03340	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
4140	RuntimeBroker.	0x26cfce03340	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4140	RuntimeBroker.	0x26cfce03340	PROCESSOR_ARCHITECTURE	AMD64
4140	RuntimeBroker.	0x26cfce03340	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
4140	RuntimeBroker.	0x26cfce03340	PROCESSOR_LEVEL	6
4140	RuntimeBroker.	0x26cfce03340	PROCESSOR_REVISION	a502
4140	RuntimeBroker.	0x26cfce03340	ProgramData	C:\ProgramData
4140	RuntimeBroker.	0x26cfce03340	ProgramFiles	C:\Program Files
4140	RuntimeBroker.	0x26cfce03340	ProgramFiles(x86)	C:\Program Files (x86)
4140	RuntimeBroker.	0x26cfce03340	ProgramW6432	C:\Program Files
4140	RuntimeBroker.	0x26cfce03340	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4140	RuntimeBroker.	0x26cfce03340	PUBLIC	C:\Users\Public
4140	RuntimeBroker.	0x26cfce03340	SystemDrive	C:
4140	RuntimeBroker.	0x26cfce03340	SystemRoot	C:\Windows
4140	RuntimeBroker.	0x26cfce03340	TEMP	C:\Users\CSGO\AppData\Local\Temp
4140	RuntimeBroker.	0x26cfce03340	TMP	C:\Users\CSGO\AppData\Local\Temp
4140	RuntimeBroker.	0x26cfce03340	USERDOMAIN	DESKTOP-G8BLC8O
4140	RuntimeBroker.	0x26cfce03340	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
4140	RuntimeBroker.	0x26cfce03340	USERNAME	CSGO
4140	RuntimeBroker.	0x26cfce03340	USERPROFILE	C:\Users\CSGO
4140	RuntimeBroker.	0x26cfce03340	windir	C:\Windows
4528	RuntimeBroker.	0x22ce4803340	ALLUSERSPROFILE	C:\ProgramData
4528	RuntimeBroker.	0x22ce4803340	APPDATA	C:\Users\CSGO\AppData\Roaming
4528	RuntimeBroker.	0x22ce4803340	CommonProgramFiles	C:\Program Files\Common Files
4528	RuntimeBroker.	0x22ce4803340	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4528	RuntimeBroker.	0x22ce4803340	CommonProgramW6432	C:\Program Files\Common Files
4528	RuntimeBroker.	0x22ce4803340	COMPUTERNAME	DESKTOP-G8BLC8O
4528	RuntimeBroker.	0x22ce4803340	ComSpec	C:\Windows\system32\cmd.exe
4528	RuntimeBroker.	0x22ce4803340	DriverData	C:\Windows\System32\Drivers\DriverData
4528	RuntimeBroker.	0x22ce4803340	HOMEDRIVE	C:
4528	RuntimeBroker.	0x22ce4803340	HOMEPATH	\Users\CSGO
4528	RuntimeBroker.	0x22ce4803340	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
4528	RuntimeBroker.	0x22ce4803340	LOGONSERVER	\\DESKTOP-G8BLC8O
4528	RuntimeBroker.	0x22ce4803340	NUMBER_OF_PROCESSORS	2
4528	RuntimeBroker.	0x22ce4803340	OS	Windows_NT
4528	RuntimeBroker.	0x22ce4803340	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
4528	RuntimeBroker.	0x22ce4803340	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4528	RuntimeBroker.	0x22ce4803340	PROCESSOR_ARCHITECTURE	AMD64
4528	RuntimeBroker.	0x22ce4803340	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
4528	RuntimeBroker.	0x22ce4803340	PROCESSOR_LEVEL	6
4528	RuntimeBroker.	0x22ce4803340	PROCESSOR_REVISION	a502
4528	RuntimeBroker.	0x22ce4803340	ProgramData	C:\ProgramData
4528	RuntimeBroker.	0x22ce4803340	ProgramFiles	C:\Program Files
4528	RuntimeBroker.	0x22ce4803340	ProgramFiles(x86)	C:\Program Files (x86)
4528	RuntimeBroker.	0x22ce4803340	ProgramW6432	C:\Program Files
4528	RuntimeBroker.	0x22ce4803340	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4528	RuntimeBroker.	0x22ce4803340	PUBLIC	C:\Users\Public
4528	RuntimeBroker.	0x22ce4803340	SystemDrive	C:
4528	RuntimeBroker.	0x22ce4803340	SystemRoot	C:\Windows
4528	RuntimeBroker.	0x22ce4803340	TEMP	C:\Users\CSGO\AppData\Local\Temp
4528	RuntimeBroker.	0x22ce4803340	TMP	C:\Users\CSGO\AppData\Local\Temp
4528	RuntimeBroker.	0x22ce4803340	USERDOMAIN	DESKTOP-G8BLC8O
4528	RuntimeBroker.	0x22ce4803340	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
4528	RuntimeBroker.	0x22ce4803340	USERNAME	CSGO
4528	RuntimeBroker.	0x22ce4803340	USERPROFILE	C:\Users\CSGO
4528	RuntimeBroker.	0x22ce4803340	windir	C:\Windows
4596	ApplicationFra	0x2000e8b1b20	ALLUSERSPROFILE	C:\ProgramData
4596	ApplicationFra	0x2000e8b1b20	APPDATA	C:\Users\CSGO\AppData\Roaming
4596	ApplicationFra	0x2000e8b1b20	CommonProgramFiles	C:\Program Files\Common Files
4596	ApplicationFra	0x2000e8b1b20	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4596	ApplicationFra	0x2000e8b1b20	CommonProgramW6432	C:\Program Files\Common Files
4596	ApplicationFra	0x2000e8b1b20	COMPUTERNAME	DESKTOP-G8BLC8O
4596	ApplicationFra	0x2000e8b1b20	ComSpec	C:\Windows\system32\cmd.exe
4596	ApplicationFra	0x2000e8b1b20	DriverData	C:\Windows\System32\Drivers\DriverData
4596	ApplicationFra	0x2000e8b1b20	HOMEDRIVE	C:
4596	ApplicationFra	0x2000e8b1b20	HOMEPATH	\Users\CSGO
4596	ApplicationFra	0x2000e8b1b20	LOCALAPPDATA	C:\Users\CSGO\AppData\Local
4596	ApplicationFra	0x2000e8b1b20	LOGONSERVER	\\DESKTOP-G8BLC8O
4596	ApplicationFra	0x2000e8b1b20	NUMBER_OF_PROCESSORS	2
4596	ApplicationFra	0x2000e8b1b20	OS	Windows_NT
4596	ApplicationFra	0x2000e8b1b20	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\CSGO\AppData\Local\Microsoft\WindowsApps
4596	ApplicationFra	0x2000e8b1b20	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4596	ApplicationFra	0x2000e8b1b20	PROCESSOR_ARCHITECTURE	AMD64
4596	ApplicationFra	0x2000e8b1b20	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 165 Stepping 2, GenuineIntel
4596	ApplicationFra	0x2000e8b1b20	PROCESSOR_LEVEL	6
4596	ApplicationFra	0x2000e8b1b20	PROCESSOR_REVISION	a502
4596	ApplicationFra	0x2000e8b1b20	ProgramData	C:\ProgramData
4596	ApplicationFra	0x2000e8b1b20	ProgramFiles	C:\Program Files
4596	ApplicationFra	0x2000e8b1b20	ProgramFiles(x86)	C:\Program Files (x86)
4596	ApplicationFra	0x2000e8b1b20	ProgramW6432	C:\Program Files
4596	ApplicationFra	0x2000e8b1b20	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4596	ApplicationFra	0x2000e8b1b20	PUBLIC	C:\Users\Public
4596	ApplicationFra	0x2000e8b1b20	SystemDrive	C:
4596	ApplicationFra	0x2000e8b1b20	SystemRoot	C:\Windows
4596	ApplicationFra	0x2000e8b1b20	TEMP	C:\Users\CSGO\AppData\Local\Temp
4596	ApplicationFra	0x2000e8b1b20	TMP	C:\Users\CSGO\AppData\Local\Temp
4596	ApplicationFra	0x2000e8b1b20	USERDOMAIN	DESKTOP-G8BLC8O
4596	ApplicationFra	0x2000e8b1b20	USERDOMAIN_ROAMINGPROFILE	DESKTOP-G8BLC8O
