Foremost version 1.5.7 by Jesse Kornblum, Kris Kendall, and Nick Mikus
Audit File

Foremost started at Sat Dec 11 18:16:27 2021
Invocation: foremost memdump.mem 
Output directory: /mnt/d/CTFs/2021/НТО, 2-й этап/Windows moment/output
Configuration file: /etc/foremost.conf
------------------------------------------------------------------
File: memdump.mem
Start: Sat Dec 11 18:16:27 2021
Length: 2 GB (2147483648 bytes)
 
Num	 Name (bs=512)	       Size	 File Offset	 Comment 
1204:	03308249.bmp 	       1 KB 	 1693823634 	  (16 x 16)
1205:	03308251.bmp 	       1 KB 	 1693824898 	  (16 x 16)
1206:	03308254.bmp 	       1 KB 	 1693826162 	  (16 x 16)
1207:	03310762.bmp 	       4 KB 	 1695110482 	  (32 x 32)
1208:	03312321.bmp 	       1 KB 	 1695908850 	  (16 x 16)
1209:	03312324.bmp 	       1 KB 	 1695910114 	  (16 x 16)
1210:	03312326.bmp 	       1 KB 	 1695911378 	  (16 x 16)
1211:	03379537.bmp 	       1 KB 	 1730323090 	  (16 x 16)
1212:	03379539.bmp 	       1 KB 	 1730324354 	  (16 x 16)
1213:	03379542.bmp 	       1 KB 	 1730325618 	  (16 x 16)
1214:	03392523.bmp 	       9 KB 	 1736972258 	  (48 x 48)
1215:	03392567.bmp 	       9 KB 	 1736994306 	  (48 x 48)
1216:	03395582.bmp 	       9 KB 	 1738538194 	  (48 x 48)
1217:	03408584.bmp 	       1 KB 	 1745195058 	  (16 x 16)
1218:	03408586.bmp 	       1 KB 	 1745196322 	  (16 x 16)
1219:	03408589.bmp 	       1 KB 	 1745197586 	  (16 x 16)
1220:	03408591.bmp 	       1 KB 	 1745198850 	  (16 x 16)
1221:	03316224.htm 	       88 B 	 1697906904 	 
1222:	03340563.zip 	      46 MB 	 1710368425 	 
1223:	03279272.dll 	       5 KB 	 1678987264 	 01/01/1970 00:00:00
1224:	03285488.dll 	       2 MB 	 1682169856 	 01/01/1970 00:00:00
1225:	03301040.dll 	      39 KB 	 1690132480 	 01/01/1970 00:00:00
1226:	03308864.dll 	      37 KB 	 1694138368 	 01/01/1970 00:00:00
1227:	03340328.dll 	      86 KB 	 1710247936 	 01/01/1970 00:00:00
1228:	03365768.dll 	     347 KB 	 1723273216 	 01/22/2019 18:28:52
1229:	03366480.dll 	     628 KB 	 1723637760 	 01/22/2019 18:28:35
1230:	03374888.dll 	     569 KB 	 1727942656 	 11/15/2089 05:52:39
1231:	03405576.dll 	       8 KB 	 1743654912 	 01/01/1970 00:00:00
1232:	03413496.dll 	     675 KB 	 1747709952 	 01/01/1970 00:00:00
1233:	03421160.dll 	       5 KB 	 1751633920 	 01/01/1970 00:00:00
1234:	03432520.dll 	       3 KB 	 1757450240 	 01/01/1970 00:00:00
1235:	03437584.dll 	      86 KB 	 1760043008 	 01/01/1970 00:00:00
1236:	03276872.png 	      223 B 	 1677758824 	  (71 x 71)
1237:	03276874.png 	      252 B 	 1677759728 	  (89 x 89)
1238:	03276876.png 	      276 B 	 1677760752 	  (107 x 107)
1239:	03276878.png 	      260 B 	 1677761760 	  (44 x 44)
1240:	03285859.png 	       2 KB 	 1682359968 	  (256 x 256)
1241:	03287006.png 	      232 B 	 1682947520 	  (16 x 16)
1242:	03297761.png 	       1 KB 	 1688454064 	  (20 x 20)
1243:	03297763.png 	       1 KB 	 1688455160 	  (24 x 24)
1244:	03298129.png 	      525 B 	 1688642248 	  (16 x 16)
1245:	03298130.png 	      606 B 	 1688642776 	  (20 x 20)
1246:	03298131.png 	      723 B 	 1688643384 	  (24 x 24)
1247:	03298133.png 	      941 B 	 1688644112 	  (32 x 32)
1248:	03315740.png 	      251 B 	 1697659112 	  (44 x 44)
1249:	03315742.png 	      253 B 	 1697660144 	  (16 x 16)
1250:	03325345.png 	      200 B 	 1702576744 	  (44 x 44)
1251:	03325346.png 	      199 B 	 1702577624 	  (44 x 44)
1252:	03346216.png 	       3 KB 	 1713262752 	  (256 x 256)
1253:	03375750.png 	      345 B 	 1728384480 	  (30 x 30)
1254:	03382763.png 	      177 B 	 1731974696 	  (44 x 44)
1255:	03382765.png 	      177 B 	 1731975720 	  (44 x 44)
1256:	03386897.png 	      352 B 	 1734091352 	  (44 x 44)
1257:	03388124.png 	      123 B 	 1734719968 	  (44 x 44)
1258:	03457779.png 	      318 B 	 1770382968 	  (44 x 44)
1259:	03520492.gif 	       8 KB 	 1802492144 	  (65535 x 65535)
1260:	03523800.bmp 	       9 KB 	 1804186050 	  (48 x 48)
1261:	03588631.bmp 	       4 KB 	 1837379490 	  (32 x 32)
1262:	03588646.bmp 	       4 KB 	 1837387202 	  (32 x 32)
1263:	03650240.bmp 	      36 KB 	 1868922994 	  (96 x 96)
1264:	03570281.avi 	       7 KB 	 1827984144 	 
1265:	03504576.dll 	       1 MB 	 1794342912 	 10/14/2036 06:31:25
1266:	03515392.dll 	       3 KB 	 1799880704 	 01/01/1970 00:00:00
1267:	03547784.dll 	      79 KB 	 1816465408 	 09/19/2039 17:52:02
1268:	03548536.dll 	      13 KB 	 1816850432 	 01/19/1995 01:47:31
1269:	03580192.dll 	       3 MB 	 1833058304 	 10/12/2052 07:50:00
1270:	03597504.dll 	     274 KB 	 1841922048 	 07/07/2066 11:25:55
1271:	03598136.dll 	     766 KB 	 1842245632 	 05/06/1989 10:14:32
1272:	03600688.dll 	     499 KB 	 1843552256 	 02/22/1978 14:22:03
1273:	03602728.dll 	       7 KB 	 1844596736 	 01/22/2010 20:54:31
1274:	03606232.dll 	     858 KB 	 1846390784 	 03/18/1995 08:09:37
1275:	03609056.dll 	       2 MB 	 1847836672 	 09/20/2072 10:34:13
1276:	03614728.dll 	     512 KB 	 1850740736 	 12/02/2046 15:04:27
1277:	03629072.dll 	       2 MB 	 1858084864 	 11/03/1986 04:35:36
1278:	03638544.dll 	      66 KB 	 1862934528 	 01/01/1970 00:00:00
1279:	03641344.dll 	     223 KB 	 1864368128 	 08/14/2061 21:24:31
1280:	03646152.dll 	       1 MB 	 1866829824 	 10/26/2077 13:03:32
1281:	03662624.dll 	     157 KB 	 1875263488 	 05/01/1997 13:55:03
1282:	03663368.dll 	      79 KB 	 1875644416 	 02/22/1978 19:57:03
1283:	03663608.dll 	     209 KB 	 1875767296 	 12/05/1981 02:57:26
1284:	03664976.dll 	       2 MB 	 1876467712 	 03/29/2087 16:22:51
1285:	03669776.dll 	     409 KB 	 1878925312 	 03/14/2069 21:40:36
1286:	03678752.dll 	     222 KB 	 1883521024 	 03/30/2029 09:11:32
1287:	03681032.dll 	       1 MB 	 1884688384 	 09/24/2094 17:58:59
1288:	03652815.png 	      108 B 	 1870241352 	  (6 x 3)
1289:	03660649.png 	       1 KB 	 1874252400 	  (48 x 48)
1290:	03660652.png 	       1 KB 	 1874253928 	  (64 x 64)
1291:	03682859.png 	       1 KB 	 1885624120 	  (128 x 128)
1292:	03682944.png 	      223 B 	 1885667688 	  (71 x 71)
1293:	03682946.png 	      252 B 	 1885668592 	  (89 x 89)
1294:	03682948.png 	      276 B 	 1885669616 	  (107 x 107)
1295:	03682950.png 	      260 B 	 1885670624 	  (44 x 44)
1296:	03721595.gif 	       2 KB 	 1905456688 	  (65535 x 65535)
1297:	03722627.gif 	       8 KB 	 1905985320 	  (65535 x 65535)
1298:	03855202.gif 	      265 B 	 1973863914 	  (41 x 23095)
1299:	03855707.gif 	       1 KB 	 1974122080 	  (114 x 110)
1300:	03711329.bmp 	       1 KB 	 1900200498 	  (16 x 16)
1301:	03711331.bmp 	       1 KB 	 1900201762 	  (16 x 16)
1302:	03711334.bmp 	       1 KB 	 1900203026 	  (16 x 16)
1303:	03734346.bmp 	       4 KB 	 1911985602 	  (32 x 32)
1304:	03749209.bmp 	       1 KB 	 1919595362 	  (16 x 16)
1305:	03749212.bmp 	       1 KB 	 1919596626 	  (16 x 16)
1306:	03749214.bmp 	       1 KB 	 1919597890 	  (16 x 16)
1307:	03759555.bmp 	      306 B 	 1924892192 	  (9 x 9)
1308:	03759555_1.bmp 	      306 B 	 1924892512 	  (9 x 9)
1309:	03759556.bmp 	      450 B 	 1924892832 	  (11 x 11)
1310:	03759557.bmp 	      450 B 	 1924893296 	  (11 x 11)
1311:	03812434.bmp 	       9 KB 	 1951966242 	  (48 x 48)
1312:	03821880.bmp 	       1 KB 	 1956802866 	  (16 x 16)
1313:	03821883.bmp 	       1 KB 	 1956804126 	  (16 x 16)
1314:	03821885.bmp 	       1 KB 	 1956805394 	  (16 x 16)
1315:	03825985.bmp 	       1 KB 	 1958904818 	  (16 x 16)
1316:	03825988.bmp 	       1 KB 	 1958906082 	  (16 x 16)
1317:	03825990.bmp 	       1 KB 	 1958907346 	  (16 x 16)
1318:	03833168.bmp 	       1 KB 	 1962582270 	  (16 x 16)
1319:	03833170.bmp 	       1 KB 	 1962583538 	  (16 x 16)
1320:	03833173.bmp 	       1 KB 	 1962584802 	  (16 x 16)
1321:	03833175.bmp 	       1 KB 	 1962586066 	  (16 x 16)
1322:	03740219.htm 	      146 B 	 1914992195 	 
1323:	03823940.htm 	       79 B 	 1957857504 	 
1324:	03695224.dll 	     740 KB 	 1891954688 	 04/24/1987 21:32:23
1325:	03697544.dll 	     574 KB 	 1893142528 	 06/24/2048 03:24:37
1326:	03701480.dll 	       3 MB 	 1895157760 	 01/24/2048 12:59:18
1327:	03709424.dll 	       1 MB 	 1899225088 	 02/27/1982 04:26:51
1328:	03716472.dll 	       3 MB 	 1902833664 	 12/28/2008 07:38:25
1329:	03723656.dll 	      68 KB 	 1906511872 	 05/06/1986 06:28:55
1330:	03724056.dll 	      55 KB 	 1906716672 	 03/17/2083 22:01:59
1331:	03724712.dll 	     125 KB 	 1907052544 	 11/29/2101 14:58:31
1332:	03725184.dll 	     122 KB 	 1907294208 	 04/16/2093 10:59:02
1333:	03730968.dll 	     309 KB 	 1910255616 	 12/18/2014 09:28:11
1334:	03743568.dll 	    1018 KB 	 1916706816 	 01/01/1970 00:00:00
1335:	03747896.dll 	       2 MB 	 1918922752 	 01/01/1970 00:00:00
1336:	03753184.dll 	       3 MB 	 1921630208 	 10/12/1971 03:25:25
1337:	03763224.dll 	     397 KB 	 1926770688 	 11/24/2018 01:24:09
1338:	03765128.dll 	     393 KB 	 1927745536 	 04/25/2046 03:33:36
1339:	03767600.dll 	     132 KB 	 1929011200 	 05/11/1970 21:56:33
1340:	03795856.dll 	       1 MB 	 1943478272 	 09/22/2046 04:56:20
1341:	03832080.dll 	      12 KB 	 1962024960 	 01/01/1970 00:00:00
1342:	03836152.dll 	     564 KB 	 1964109824 	 11/25/2105 09:55:46
1343:	03862648.dll 	     578 KB 	 1977675776 	 01/22/2019 18:28:53
1344:	03873016.dll 	       1 MB 	 1982984192 	 01/01/1970 00:00:00
1345:	03885720.dll 	       3 KB 	 1989488640 	 01/22/2019 18:32:32
1346:	03886272.dll 	      53 KB 	 1989771264 	 01/01/1970 00:00:00
1347:	03722434.png 	      258 B 	 1905886528 	  (24 x 24)
1348:	03758507.png 	       2 KB 	 1924355744 	  (256 x 256)
1349:	03785682.png 	      276 B 	 1938269480 	  (44 x 44)
1350:	03785684.png 	      276 B 	 1938270512 	  (44 x 44)
1351:	03787678.png 	      265 B 	 1939291368 	  (44 x 44)
1352:	03798668.png 	      123 B 	 1944918496 	  (44 x 44)
1353:	03821536.png 	      430 B 	 1956626648 	  (24 x 24)
1354:	03821537.png 	      489 B 	 1956627080 	  (28 x 28)
1355:	03821538.png 	      249 B 	 1956627576 	  (24 x 24)
1356:	03821538_1.png 	      281 B 	 1956627832 	  (24 x 24)
1357:	03821539.png 	      317 B 	 1956628120 	  (28 x 28)
1358:	03821539_1.png 	      322 B 	 1956628440 	  (24 x 24)
1359:	03821540.png 	      419 B 	 1956628768 	  (25 x 24)
1360:	03821541.png 	      459 B 	 1956629192 	  (28 x 28)
1361:	03821542.png 	      322 B 	 1956629656 	  (24 x 24)
1362:	03821542_1.png 	      384 B 	 1956629984 	  (24 x 24)
1363:	03831334.png 	      232 B 	 1961643456 	  (16 x 16)
1364:	03887169.png 	       1 KB 	 1990230960 	  (20 x 20)
1365:	03887171.png 	       1 KB 	 1990232056 	  (24 x 24)
1366:	03889585.png 	      525 B 	 1991467720 	  (16 x 16)
1367:	03889586.png 	      606 B 	 1991468248 	  (20 x 20)
1368:	03889587.png 	      723 B 	 1991468856 	  (24 x 24)
1369:	03889589.png 	      941 B 	 1991469584 	  (32 x 32)
1370:	03901768.bmp 	       1 KB 	 1997705566 	  (16 x 16)
1371:	03901771.bmp 	       1 KB 	 1997706834 	  (16 x 16)
1372:	03901773.bmp 	       1 KB 	 1997708098 	  (16 x 16)
1373:	03928250.bmp 	       4 KB 	 2011264098 	  (32 x 32)
1374:	03964160.bmp 	       9 KB 	 2029650018 	  (48 x 48)
1375:	04000088.bmp 	      822 B 	 2048045140 	  (16 x 16)
1376:	04000089.bmp 	      824 B 	 2048045966 	  (16 x 16)
1377:	04000091.bmp 	      824 B 	 2048046794 	  (16 x 16)
1378:	04000093.bmp 	      824 B 	 2048047622 	  (16 x 16)
1379:	04000094.bmp 	      824 B 	 2048048450 	  (16 x 16)
1380:	04011019.bmp 	       4 KB 	 2053641902 	  (32 x 32)
1381:	03943298.htm 	      146 B 	 2018968763 	 
1382:	03894624.dll 	     139 KB 	 1994047488 	 10/22/2079 06:06:55
1383:	03895248.dll 	     895 KB 	 1994366976 	 01/22/2019 18:28:40
1384:	03952320.dll 	      85 KB 	 2023587840 	 01/01/1970 00:00:00
1385:	03994768.dll 	     366 KB 	 2045321216 	 10/26/2098 05:15:45
1386:	03996392.dll 	      42 KB 	 2046152704 	 01/01/1970 00:00:00
1387:	04039792.dll 	     409 KB 	 2068373504 	 04/09/2012 21:21:53
1388:	03907529.png 	      157 B 	 2000654920 	  (64 x 64)
1389:	03986856.png 	       96 B 	 2041270304 	  (21 x 24)
1390:	03986856_1.png 	      100 B 	 2041270400 	  (28 x 32)
1391:	03986856_2.png 	      104 B 	 2041270504 	  (35 x 40)
1392:	03986856_3.png 	      116 B 	 2041270608 	  (14 x 16)
1393:	03986856_4.png 	      166 B 	 2041270728 	  (21 x 24)
1394:	03986857.png 	      140 B 	 2041270896 	  (28 x 32)
1395:	03986857_1.png 	      181 B 	 2041271040 	  (35 x 40)
1396:	03986857_2.png 	      134 B 	 2041271224 	  (14 x 16)
1397:	03986858.png 	      134 B 	 2041271360 	  (14 x 16)
1398:	03986858_1.png 	      182 B 	 2041271496 	  (16 x 16)
1399:	03986858_2.png 	      250 B 	 2041271680 	  (24 x 24)
1400:	03986859.png 	      310 B 	 2041271936 	  (32 x 32)
1401:	03986859_1.png 	      364 B 	 2041272248 	  (40 x 40)
1402:	03986860.png 	      864 B 	 2041272616 	  (28 x 28)
1403:	04009004.png 	      259 B 	 2052610528 	  (44 x 44)
1404:	04009006.png 	      160 B 	 2052611352 	  (20 x 20)
1405:	04013609.png 	      201 B 	 2054967864 	  (30 x 30)
1406:	04013613.png 	      237 B 	 2054969912 	  (50 x 50)
1407:	04087032.png 	      430 B 	 2092560384 	  (44 x 44)
Finish: Sat Dec 11 18:17:05 2021

1408 FILES EXTRACTED
	
jpg:= 4
gif:= 25
bmp:= 177
rif:= 6
htm:= 51
ole:= 5
zip:= 10
exe:= 433
png:= 697
------------------------------------------------------------------

Foremost finished at Sat Dec 11 18:17:05 2021
